Behaviour,steps,green,red,yellow,other-agent-red
1,3.6634322704261906,0.6273754856543257,0.6776547793677832,0.5230678732248818,0.6776547793677832
2,4.336110699693907,0.7247509917206044,0.6645780616300835,0.6139837131390375,0.6645780616300835
3,4.853055120230966,0.7943903322674555,0.5886391084527085,0.5871149802210801,0.5886391084527085
4,3.8952196343723666,0.7838469238314331,0.10888526071052952,0.6396999296545226,0.13999999999999987
