Behaviour,steps,green,red,yellow,other-agent-red
1,1.8516198313908816,0.5855458991402807,0.651754555028195,0.44963985588468414,0.651754555028195
2,1.7183992551208822,0.5436027961664668,0.6936166087976838,0.4289708614812897,0.6936166087976838
3,1.5255739903393735,0.5325410782277734,0.5609135405746588,0.48404958423698763,0.5609135405746588
4,2.003612737032782,0.5878775382679632,0.0,0.48026659263371585,0.16613247725836136
